call_id,caller_num,receiver_num,call_type,duration_sec,timestamp,tower_id,signal_strength
ce1424b3-7687-45ed-853b-44779830a401,+94737696960,+94747230329,SMS,0,2026-01-07 03:59:01,TOWER_044,2
8b421388-d230-47e0-ba84-2b2056eaea31,+94728980517,+94741092594,VOICE,416,2026-01-07 09:34:01,TOWER_035,3
02ff26ff-2242-49ae-a0ca-ae3b07045edd,+94799756584,+94745946346,VOICE,669,2026-01-07 06:30:01,TOWER_013,4
6f78b522-7ebc-4f8b-bdf0-5f9d68035da7,+94789894011,+94770939457,VOICE,203,2026-01-07 05:00:01,TOWER_043,3
aedb2da8-334c-4aa0-9fb7-520a38f76e90,+94712367370,+94725089197,VOICE,338,2026-01-07 08:11:01,TOWER_015,4
ed050913-b031-4c05-981e-55e7edeb0d40,+94759448089,+94735869887,DATA,0,2026-01-07 09:33:01,TOWER_012,5
99608e38-3ae7-4bb4-81f7-3ac7ba706caa,+94713835797,+94770880663,VOICE,625,2026-01-07 19:34:01,TOWER_003,2
7a8eda36-a065-49e5-850d-cdce9209f7cf,+94761295226,+94779224665,DATA,0,2026-01-07 02:40:01,TOWER_008,3
ff6b0a83-2e2d-4a57-a192-ba5f40727ed3,+94738707215,+94738812844,VOICE,256,2026-01-07 12:07:01,TOWER_048,3
90ef684a-6495-4593-b2d8-c3f1af0830dc,+94736551643,+94744241358,VOICE,1046,2026-01-07 13:29:01,TOWER_004,5
5ec81968-840f-43ab-be83-9f13ce1d8222,+94748128702,+94753151456,VOICE,481,2026-01-07 07:53:01,TOWER_046,3
3d93f32a-01e5-4263-9b4a-a5ed676fe7f7,+94794901303,+94741301069,SMS,0,2026-01-07 11:24:01,TOWER_028,5
ad111b8b-7830-4e6d-a7fc-277ba8db4df9,+94731572633,+94777259700,DATA,0,2026-01-07 11:10:01,TOWER_011,1
66e6e1d7-a1ca-4bb2-8d80-2f1224264b46,+94768747537,+94768004866,VOICE,561,2026-01-07 05:43:01,TOWER_004,3
7d4ca44c-987b-4d8a-bb8b-9ac5c12e81b9,+94735011331,+94740796545,VOICE,700,2026-01-06 23:29:01,TOWER_017,4
ff0b50fb-653a-4a97-80bb-8a010be44116,+94724696296,+94750519980,VOICE,1193,2026-01-07 13:52:01,TOWER_031,1
94dab5c1-922d-44db-abfd-acbb95704216,+94745567976,+94794608532,VOICE,29,2026-01-07 20:44:01,TOWER_040,4
16d4ed91-de10-4c1b-a265-028c7e5ec034,+94774649140,+94759303509,VOICE,449,2026-01-07 05:56:01,TOWER_046,3
3308c16a-115d-48c7-8e9b-45b770531dcb,+94752446739,+94737737972,SMS,0,2026-01-06 22:11:01,TOWER_023,3
0ff6aab8-3e69-4574-b406-8ddad1191262,+94762297273,+94759128513,VOICE,247,2026-01-07 10:54:01,TOWER_033,4
d383512e-1039-4c02-91ea-9ed6f0603fe0,+94732002433,+94739822999,DATA,0,2026-01-07 05:03:01,TOWER_038,3
5b66fcf4-4422-44b5-b2f9-6cca181e86d5,+94784523885,+94718776323,VOICE,575,2026-01-07 12:32:01,TOWER_018,3
0e0d237e-8a1e-419e-81fe-9c817db5dabc,+94796916577,+94747116315,VOICE,1130,2026-01-06 21:24:01,TOWER_006,1
cf3abfe6-6f3f-474d-b171-8dd0f6e50000,+94771341800,+94716488038,VOICE,1121,2026-01-07 09:17:01,TOWER_027,1
083d9091-41bc-4f5d-a7f8-e8981582f430,+94735378133,+94758495191,DATA,0,2026-01-07 13:29:01,TOWER_043,2
5d2bf6e4-27bf-444d-a46c-a985b1b7fbfd,+94733475196,+94745809011,VOICE,579,2026-01-07 06:36:01,TOWER_028,3
3bf43454-ca69-45c4-81ba-2f92265115fa,+94727892691,+94726422325,SMS,0,2026-01-07 11:41:01,TOWER_010,3
0db4a1e5-dcfc-4d23-8b81-9360b3fa0acc,+94764482016,+94758886971,VOICE,488,2026-01-06 23:08:01,TOWER_039,4
0eb61ee8-7dc3-4528-9ea8-f0497ff17517,+94766728928,+94715166425,DATA,0,2026-01-07 04:56:01,TOWER_012,4
7b0b7929-b8ea-4f05-ac5f-df169c9117d5,+94746508281,+94758345355,VOICE,596,2026-01-07 10:46:01,TOWER_029,3
4df4a58b-08f6-4929-88cb-85b8cfd9b449,+94775786253,+94751262270,VOICE,393,2026-01-07 03:24:01,TOWER_019,3
a6eb695f-9af8-41e6-bf2b-fbb5337676e4,+94720081100,+94740398638,VOICE,716,2026-01-06 22:12:01,TOWER_025,1
2b0f7f81-1303-4403-96dd-a0de46402f0c,+94784506705,+94767917752,VOICE,1095,2026-01-07 04:20:01,TOWER_028,3
beb7cd57-9537-4ba4-990e-011c4ad5e157,+94712569017,+94767716771,SMS,0,2026-01-07 04:10:01,TOWER_018,1
7e368b84-1cf7-429a-aa00-517f5a94658d,+94759691919,+94740847274,VOICE,874,2026-01-07 03:07:01,TOWER_003,2
752989b5-1814-47c5-9d25-a3b886345fb5,+94763614922,+94726381314,SMS,0,2026-01-07 11:59:01,TOWER_046,1
38e6cb04-f9f2-4577-a82c-338ab3fa11d1,+94764371388,+94772328324,VOICE,398,2026-01-07 20:52:01,TOWER_012,5
87d9de91-832e-4516-a68c-7ba852d11c39,+94798728388,+94787402110,SMS,0,2026-01-07 10:51:01,TOWER_018,5
1353b5c3-69fd-4f8a-a1c8-bc3d0e353c53,+94785498380,+94787139637,DATA,0,2026-01-07 10:20:01,TOWER_046,4
e141e4fc-c8c2-4d52-afb2-d28111e75615,+94764726932,+94755511548,VOICE,587,2026-01-07 20:08:01,TOWER_021,4
7cc95534-a1ec-4ade-a337-d106cc0413be,+94798217249,+94759380283,DATA,0,2026-01-07 17:38:01,TOWER_012,5
aadb2b7f-54bc-428a-a5f1-58ccab554a99,+94747549081,+94732721900,VOICE,1167,2026-01-07 11:41:01,TOWER_049,4
9e967ac0-2da5-4e75-9971-963c05e3f1da,+94797459194,+94723647132,VOICE,404,2026-01-07 13:39:01,TOWER_029,1
ed9d3473-6941-4b3e-95d2-243b665b36af,+94743204366,+94714408148,DATA,0,2026-01-07 19:00:01,TOWER_024,2
50f198c1-991f-4289-8518-c073becdae19,+94751306440,+94726697961,VOICE,1037,2026-01-07 20:20:01,TOWER_046,2
11e140c3-dfc7-4ae3-9295-ecebc53dc251,+94786322002,+94756268834,SMS,0,2026-01-07 05:13:01,TOWER_013,3
8b4c5713-5070-4976-b669-55d18ee87802,+94771578734,+94781467823,VOICE,741,2026-01-07 02:11:01,TOWER_034,2
731ff58d-8bab-4578-a008-e1a752318677,+94799185970,+94741419227,VOICE,405,2026-01-07 14:58:01,TOWER_005,2
440a3022-b328-478f-aa86-a1594df9f376,+94768540015,+94713233507,VOICE,481,2026-01-07 01:12:01,TOWER_024,2
1c4a2ab1-772b-4315-9056-c9abc275a8b1,+94769378291,+94794112981,SMS,0,2026-01-07 03:11:01,TOWER_010,5
05a297fd-6476-4da9-b472-3c9287a4e813,+94744214502,+94720148682,VOICE,162,2026-01-06 22:54:01,TOWER_048,1
8a06749b-e35e-40ed-bf45-7314523ef0fd,+94784704027,+94742330306,VOICE,512,2026-01-07 19:27:01,TOWER_035,2
40b2e0ef-4002-429e-af90-0eb9d00530c7,+94746040247,+94758447423,VOICE,714,2026-01-07 09:49:01,TOWER_047,4
7c7cc8ef-0f2c-42c7-ac56-9ff04e9f63fb,+94745585390,+94777809976,VOICE,160,2026-01-07 07:29:01,TOWER_020,4
95703f4d-19b4-4e5e-9c58-64a8f745a4c5,+94746899169,+94721203780,SMS,0,2026-01-07 00:55:01,TOWER_034,1
ea34225e-c0f6-4d67-a875-d28559be9d3e,+94776311182,+94764534349,SMS,0,2026-01-07 16:03:01,TOWER_018,2
f67fb8d2-1793-4283-8438-280c4412e6b3,+94753956414,+94768716256,VOICE,1110,2026-01-07 17:58:01,TOWER_032,3
c91c2fea-9bf1-490f-848f-2fe2bd603610,+94777385901,+94769294782,VOICE,718,2026-01-07 04:03:01,TOWER_020,3
f45748a6-b420-4bc2-9515-10df9dfd626b,+94754363482,+94719956865,DATA,0,2026-01-07 09:09:01,TOWER_002,2
2db8c626-d93a-4872-80ef-4105c5890570,+94798449666,+94778893098,VOICE,106,2026-01-07 02:39:01,TOWER_034,4
f7225c7c-dd64-4106-8e07-dc52f349bda4,+94730704172,+94761146260,DATA,0,2026-01-07 12:14:01,TOWER_012,5
1b326546-a70c-461a-b098-f495f5d5c763,+94757999385,+94713275368,DATA,0,2026-01-07 04:00:01,TOWER_037,2
202e51e1-91f9-4fe0-b51f-0f1eb0b24b26,+94779149581,+94797483891,VOICE,1060,2026-01-07 19:41:01,TOWER_034,2
75ca3e85-8303-4456-ab0d-bee2f7801af4,+94758889098,+94711801398,VOICE,181,2026-01-07 00:47:01,TOWER_036,4
af079790-24b5-4de7-866a-74ff85550e46,+94752426859,+94734934132,SMS,0,2026-01-07 18:28:01,TOWER_036,5
983a6738-4726-45f9-af24-80f071656557,+94737349344,+94713528074,VOICE,361,2026-01-07 10:48:01,TOWER_021,2
3f487d4a-4eca-4ee0-8c21-e5836c93ee0e,+94730317702,+94743316598,VOICE,1004,2026-01-06 23:58:01,TOWER_017,5
e6e33b5f-78fa-4e70-a24b-8117a91bc1d9,+94794553630,+94712925044,DATA,0,2026-01-07 17:16:01,TOWER_039,5
ecfe349d-10cd-4310-bf95-37d482a646f3,+94750494516,+94747304301,VOICE,360,2026-01-06 21:56:01,TOWER_044,1
01612cc0-4250-4a40-a006-75a1f1ae3320,+94760929174,+94741824821,VOICE,884,2026-01-07 11:40:01,TOWER_013,5
591adfd2-7696-49c0-a576-36a4f34df001,+94781698099,+94796095841,VOICE,346,2026-01-07 08:32:01,TOWER_018,4
26788855-df8e-4e88-8e71-ef46aba662f9,+94715379131,+94751719820,VOICE,516,2026-01-06 22:24:01,TOWER_015,2
6880e010-f3dd-4664-8f23-eb9073a3651b,+94741017692,+94760683418,VOICE,997,2026-01-06 22:18:01,TOWER_050,5
08b1dd96-f4d6-468a-8204-7dccaecc87b0,+94786153617,+94724791572,VOICE,931,2026-01-07 09:55:01,TOWER_031,1
7f055c35-0b73-4c24-a09e-1b1fc87abc3f,+94731712180,+94729204937,VOICE,541,2026-01-07 05:49:01,TOWER_012,5
37b9f9fd-29dd-4f1b-9dc1-6bc124b54742,+94774652955,+94783618306,VOICE,377,2026-01-07 18:41:01,TOWER_037,1
68d29e8a-5847-4fce-bee7-49c32e0fec57,+94794032136,+94771338431,DATA,0,2026-01-07 09:49:01,TOWER_020,1
1ff4d5bf-c773-48b2-997b-227b851a29fc,+94748069241,+94711369009,VOICE,765,2026-01-07 08:52:01,TOWER_004,1
e03f64a2-e66f-44a5-a24d-3056add1d185,+94749498768,+94792997481,VOICE,893,2026-01-07 01:25:01,TOWER_005,3
bb7eb1d9-516f-4f65-8aa8-a21a02d2a944,+94794852988,+94728280794,VOICE,341,2026-01-07 10:49:01,TOWER_024,2
839dfd13-3d3f-44b1-b0a8-3a392f57512d,+94710317173,+94713990804,VOICE,247,2026-01-06 23:36:01,TOWER_012,2
22262817-a5e2-4d8b-8ee9-8de9efdb4445,+94756918059,+94786873391,VOICE,1198,2026-01-06 22:54:01,TOWER_048,5
15c52d6b-b364-4307-ba4c-52ef290e5247,+94774377938,+94762892158,SMS,0,2026-01-06 21:16:01,TOWER_007,3
5975bb8f-dcf2-4de9-a7e4-c163d3b60ab5,+94730418792,+94780602789,DATA,0,2026-01-07 03:19:01,TOWER_024,5
d1c6662f-b39f-4d4e-9dde-369eb79194e7,+94712641134,+94761214216,DATA,0,2026-01-07 16:16:01,TOWER_001,1
64637690-b849-44be-a383-dfe0eb805a20,+94710597536,+94722119133,VOICE,884,2026-01-07 10:10:01,TOWER_037,4
94d2cc60-8416-4e09-a8ae-2f1eba2df9c2,+94790586902,+94793415768,VOICE,75,2026-01-07 20:38:01,TOWER_037,4
a3f530f9-97f6-4721-81c0-f1501650e2b6,+94792050316,+94749278578,VOICE,902,2026-01-07 13:06:01,TOWER_003,1
e367e3f9-dfe9-4fb0-a90f-7918200a28ea,+94783376770,+94765614653,VOICE,742,2026-01-07 04:42:01,TOWER_011,1
e1864402-e98c-4560-bb9e-2b0f692ab5bb,+94738689658,+94724609595,VOICE,449,2026-01-07 01:23:01,TOWER_047,4
fcc9dd3b-c22f-4302-b935-1b6f71da632e,+94745728141,+94738419470,VOICE,1102,2026-01-07 12:54:01,TOWER_042,3
d58458ad-1f48-40b2-804b-eafbe78e7a78,+94794883995,+94743755148,VOICE,414,2026-01-07 01:23:01,TOWER_016,3
c3a5d31a-7aeb-463a-8ac9-f817adbe8e74,+94726756167,+94722637191,VOICE,321,2026-01-07 06:59:01,TOWER_006,1
9cc49194-3ae9-47ed-931f-ad82c2ced2fb,+94714227508,+94722275974,VOICE,985,2026-01-07 01:11:01,TOWER_018,4
d4df1d56-5430-4811-97c9-88f5a57ae752,+94770789593,+94716852089,VOICE,284,2026-01-07 20:15:01,TOWER_005,4
15067ba7-8fd6-4ccb-a0cf-28cddf28f260,+94736901615,+94751771838,DATA,0,2026-01-07 13:01:01,TOWER_010,3
27993c64-b14e-4f9b-b113-9415c4358b3a,+94772680001,+94794073245,VOICE,925,2026-01-07 07:42:01,TOWER_011,2
8d0ff22a-af8d-4765-a921-56df57e91944,+94718156865,+94747592730,DATA,0,2026-01-07 05:34:01,TOWER_010,5
057bb31f-2083-4e94-9702-d2ccf7e81cac,+94770982331,+94747791151,SMS,0,2026-01-06 21:44:01,TOWER_008,2
b4f1a679-831d-475b-9f83-a5520ec1bc8a,+94774576340,+94730146092,VOICE,62,2026-01-07 13:56:01,TOWER_027,5
e03ec530-7140-4665-885f-15ec11370820,+94731759843,+94747446812,VOICE,413,2026-01-07 12:59:01,TOWER_016,3
37796f51-565d-45f8-a874-b875151994ef,+94748207969,+94793428746,VOICE,1199,2026-01-07 20:19:01,TOWER_013,2
8b454b83-888a-4038-842e-9935203ed9cc,+94732878599,+94725087643,VOICE,341,2026-01-07 15:32:01,TOWER_004,5
86a907e6-b78d-451f-ad9e-0c95d71f315b,+94755498688,+94733435251,VOICE,584,2026-01-06 23:03:01,TOWER_030,2
b4f33002-666a-460a-9762-23e2efd68310,+94711294523,+94757277952,VOICE,640,2026-01-07 03:39:01,TOWER_002,5
ff80c800-9b3d-4a25-83a1-ad928af97a41,+94747017797,+94741289488,VOICE,370,2026-01-07 10:06:01,TOWER_008,5
6eb206f4-1e9d-4efa-94c5-5aba9c6bc24e,+94717689408,+94792745401,VOICE,691,2026-01-07 16:22:01,TOWER_020,5
c792dd73-dc41-4a47-9b08-989bb1e91f3c,+94791466273,+94727822880,DATA,0,2026-01-06 22:11:01,TOWER_043,1
56e0e14b-45d9-4164-869b-bb6b2b683999,+94738421365,+94741698443,VOICE,358,2026-01-07 12:58:01,TOWER_043,3
27dfd5da-2894-457f-8499-af73d97d6e11,+94735165030,+94740298526,VOICE,832,2026-01-07 01:22:01,TOWER_029,2
85ed803e-2bdf-41e5-8780-1dfe12b99862,+94710928927,+94775170512,SMS,0,2026-01-07 14:47:01,TOWER_002,1
ab56b301-a8bf-49e4-ae75-811a8b41f73e,+94780926716,+94789643418,SMS,0,2026-01-07 01:02:01,TOWER_005,4
2db09800-4466-4d37-bd97-7da70cb620ef,+94785663308,+94721999788,SMS,0,2026-01-07 09:03:01,TOWER_020,2
1eb3595a-29c7-4d48-af8f-51c27fdbd5cd,+94771710699,+94725637475,SMS,0,2026-01-07 20:39:01,TOWER_001,3
a5559c35-7883-436c-8e61-a0dc8918752e,+94772246157,+94730896206,VOICE,297,2026-01-06 23:34:01,TOWER_016,5
c2bf738d-c2ad-4ca2-96f4-e3c224814ee2,+94720817786,+94739479528,VOICE,390,2026-01-06 23:41:01,TOWER_016,3
91cc5b8f-69ed-490f-945c-036ed063ef97,+94745195811,+94740818529,SMS,0,2026-01-07 09:00:01,TOWER_007,5
7abaddd3-8fa8-419a-a512-75574b55e8df,+94769832574,+94769760765,SMS,0,2026-01-07 05:30:01,TOWER_026,2
29c32fd0-0248-41a8-9081-5a045f51b732,+94790415859,+94778883317,VOICE,617,2026-01-07 09:31:01,TOWER_043,2
b6e98bbf-8ab4-4dbb-8d4d-e5ba1b69b058,+94749647171,+94791809170,SMS,0,2026-01-07 13:32:01,TOWER_006,1
9dc5af73-a73e-4a52-bce8-3dc39503af90,+94762312462,+94775887718,DATA,0,2026-01-07 17:17:01,TOWER_028,3
1dd42e6a-8dc7-4659-9cb8-420d6dd52a72,+94766005670,+94771478960,VOICE,1126,2026-01-07 19:58:01,TOWER_032,4
df556bef-1fcc-464a-92da-c0bc05f06f63,+94744242780,+94726402895,SMS,0,2026-01-07 13:15:01,TOWER_027,4
5055d8a4-3d74-4822-8ee9-612a2ad7ae89,+94721663504,+94739693156,VOICE,275,2026-01-07 15:15:01,TOWER_013,1
9271eb50-a9d9-469d-9a1e-604e2118b84e,+94796074344,+94734325258,VOICE,83,2026-01-07 13:56:01,TOWER_027,2
22a43706-271b-44c9-b4d4-5465cddcfaab,+94713697976,+94712568702,VOICE,272,2026-01-07 04:47:01,TOWER_046,5
1fe542b4-55aa-4eb2-baba-53536d2bffd7,+94737942073,+94798641127,SMS,0,2026-01-07 20:37:01,TOWER_048,1
b2b81389-1d4b-4574-ab95-defe0338d123,+94750010619,+94775597656,SMS,0,2026-01-07 20:52:01,TOWER_035,3
0ee58bcc-d17d-4964-acb0-66356fb08636,+94752069483,+94793990453,VOICE,984,2026-01-07 02:30:01,TOWER_025,3
df25f703-bbec-4a14-ab43-e65dead9c9ec,+94790953950,+94724679126,VOICE,60,2026-01-07 03:42:01,TOWER_040,1
ae33ffb4-2f9c-4b0b-85bb-5ef90752c55e,+94712202919,+94779731931,VOICE,1061,2026-01-07 00:02:01,TOWER_038,3
0ccc574e-e796-472c-bac0-fe6bdb3b8801,+94729530683,+94787864523,VOICE,867,2026-01-07 08:19:01,TOWER_022,4
bcfcdd8c-5148-41ea-8713-8d010f11c1a5,+94759404542,+94731256763,SMS,0,2026-01-07 10:10:01,TOWER_007,3
11c519d5-1e91-42b9-8198-a5bb1ab1fdd0,+94760131048,+94737814053,SMS,0,2026-01-07 01:32:01,TOWER_012,2
9c7854db-785c-4d53-8844-9e8e3b9a792f,+94717621798,+94714627925,SMS,0,2026-01-07 20:26:01,TOWER_035,2
3dbd047d-3b7b-41cc-8c5c-edd7df2eef97,+94752122687,+94745264838,VOICE,145,2026-01-07 06:45:01,TOWER_011,4
7676e179-c7e8-44d5-ba50-dd5301b5a0f5,+94737881927,+94793644363,SMS,0,2026-01-07 15:23:01,TOWER_035,1
aa11d739-8dde-46c6-9023-b23f8c0f9d37,+94778377272,+94724702400,VOICE,317,2026-01-07 18:24:01,TOWER_026,1
f301895f-b62e-477d-81c8-fe8955919cc5,+94740828139,+94756294636,VOICE,1197,2026-01-07 01:37:01,TOWER_043,2
4ce5b7e7-0178-4fb7-9421-f32d098cec70,+94761387343,+94750662239,VOICE,1118,2026-01-07 10:56:01,TOWER_023,4
d24b0bd3-172a-46ad-aa7b-ca0c4739228c,+94740253494,+94734775994,VOICE,103,2026-01-07 02:07:01,TOWER_018,3
620c9609-da6c-4440-bab8-ab24249c35c3,+94725643174,+94736739368,DATA,0,2026-01-07 18:51:01,TOWER_005,1
76446f14-b2e2-4ba9-b285-bc274987569a,+94719084449,+94784621371,VOICE,839,2026-01-07 02:01:01,TOWER_032,1
6317de8c-d65d-4bae-a02b-796fba08649f,+94727316120,+94746659764,SMS,0,2026-01-07 06:13:01,TOWER_019,3
e8494adb-1aa9-4856-b499-1562c9981760,+94719628105,+94777828788,SMS,0,2026-01-07 16:31:01,TOWER_048,3
93f92257-844f-4c8c-864a-709cee7c0e96,+94789745248,+94782544133,SMS,0,2026-01-07 10:15:01,TOWER_037,3
d92e8a7c-238f-49b1-b656-e2ed0f1cd204,+94717257446,+94727473179,DATA,0,2026-01-07 14:43:01,TOWER_017,3
